#Types Before Cut: 3049
#Types After Cut: 2215
#Search Hits: 0
1	2155	2782.896	ubuntu
2	539	1600.017	https
3	773	1504.132	com
4	760	1306.665	see
5	405	1278.086	community
6	606	1204.909	please
7	613	740.613	help
8	321	729.517	channel
9	305	630.950	support
10	981	619.643	for
11	460	563.305	http
12	269	528.244	ask
13	170	458.666	questions
14	170	441.642	information
15	134	426.603	kb
16	139	367.389	size
17	99	343.880	guidelines
18	132	315.185	join
19	86	303.829	topics
20	104	295.088	en
21	98	291.820	private
22	86	284.774	karmic
23	201	269.756	question
24	222	262.345	also
25	87	252.877	apply
26	155	252.565	line
27	87	252.009	our
28	385	248.758	your
29	95	233.195	wiki
30	68	232.343	component
31	144	223.296	www
32	75	212.507	bot
33	107	208.231	answer
34	69	206.670	reply
35	205	204.249	other
36	91	195.203	releases
37	88	192.954	related
38	77	192.338	de
39	140	189.489	org
40	70	182.445	easily
41	51	181.701	undecided
42	71	179.430	follow
43	74	177.388	others
44	49	169.548	intelligent
45	87	168.853	offtopic
46	98	167.346	message
47	70	167.020	simply
48	49	160.333	optional
49	73	159.579	likely
50	88	159.046	knows
51	101	156.183	available
52	132	155.767	packages
53	145	152.274	package
54	43	150.652	upgradenotes
55	51	147.939	unstable
56	45	146.185	downgrading
57	47	144.086	troubleshooting
58	60	142.982	topic
59	40	137.516	restoregrub
60	85	137.208	supported
61	45	135.226	parts
62	51	134.379	team
63	164	133.099	more
64	60	132.966	instructions
65	49	132.931	experimental
66	41	129.975	refer
67	285	129.814	gnome
68	92	128.056	net
69	209	127.551	grub
70	56	123.289	archive
71	76	122.794	launchpad
72	47	120.367	possibly
73	35	116.261	canal
74	993	114.301	and
75	252	113.426	at
76	111	113.097	bug
77	36	112.402	bots
78	57	105.802	break
79	32	105.626	professional
80	29	103.320	polite
81	47	101.417	nobody
82	42	100.714	es
83	97	98.485	read
84	43	97.861	askubuntu
85	27	96.195	打字
86	82	95.325	most
87	198	95.304	natty
88	45	95.281	repository
89	52	93.660	lost
90	753	93.373	in
91	35	92.683	universe
92	136	91.550	version
93	77	88.433	source
94	29	86.981	family
95	27	84.802	si
96	24	84.231	edubuntu
97	31	83.770	friendly
98	50	83.744	safe
99	39	83.734	channels
100	24	82.994	gnewsense
101	24	81.794	linuxmce
102	25	80.858	alis
103	59	80.590	currently
104	32	78.598	pastebinit
105	34	76.456	se
106	49	75.691	lucid
107	21	74.818	canales
108	21	74.818	charlar
109	21	74.818	comillas
110	21	74.818	dale
111	21	74.818	entra
112	21	74.818	inglés
113	21	74.818	jonobacon
114	21	74.818	mayoría
115	21	74.818	sin
116	21	74.818	sólo
117	22	74.684	texts
118	21	73.545	busca
119	21	73.545	escribe
120	21	73.545	tagged
121	24	73.311	crunchbang
122	21	72.317	ayuda
123	21	72.317	habla
124	45	71.716	party
125	21	71.130	clarification
126	21	71.130	para
127	23	69.822	nickname
128	21	67.793	español
129	22	65.418	posting
130	22	64.521	confirmed
131	101	64.181	release
132	18	64.130	或者
133	21	63.791	el
134	26	63.657	large
135	38	63.420	details
136	19	62.889	derivatives
137	29	62.565	watch
138	29	61.508	mirrors
139	17	60.567	loco
140	22	59.573	la
141	22	59.573	screenshots
142	49	58.933	these
143	17	58.086	parties
144	22	58.068	imagebin
145	39	58.037	kubuntu
146	18	57.213	na
147	24	57.193	multi
148	16	57.004	sie
149	24	56.575	advanced
150	27	56.447	repeat
151	40	56.175	xubuntu
152	33	55.802	msg
153	29	55.226	mint
154	32	54.976	repositories
155	64	54.241	keep
156	19	54.192	latter
157	87	53.660	though
158	30	51.785	edition
159	37	51.720	language
160	20	51.414	ru
161	19	50.999	customization
162	97	50.025	too
163	39	49.723	alternate
164	30	49.499	regular
165	274	48.861	use
166	15	48.728	responses
167	14	48.617	favor
168	14	48.617	por
169	14	48.617	restrictedformats
170	21	48.227	howto
171	15	47.677	sbackup
172	21	47.072	points
173	17	46.563	detail
174	19	46.121	quickly
175	29	46.091	logging
176	37	45.812	us
177	66	45.193	ppa
178	23	44.502	answers
179	13	43.867	wider
180	19	43.662	ignored
181	27	43.601	y
182	24	43.452	properties
183	24	43.452	url
184	12	42.753	getubuntu
185	12	42.753	inglese
186	12	42.753	parlare
187	12	42.753	questo
188	12	42.753	scrivi
189	12	42.753	usiamo
190	12	42.753	vai
191	12	42.753	virgolette
192	12	42.753	vuoi
193	51	42.695	lts
194	24	42.627	backtrack
195	17	42.230	events
196	35	41.698	simple
197	17	41.572	countdown
198	12	41.497	entrare
199	12	41.497	releasenotes
200	12	41.497	rootsudo
201	12	41.497	senza
202	15	41.364	medium
203	211	41.319	will
204	30	41.233	clicking
205	21	40.932	further
206	14	40.424	psychocats
207	12	40.315	bestbot
208	12	40.315	canale
209	12	40.315	consult
210	12	40.315	factors
211	12	40.315	solo
212	32	40.164	ubottu
213	17	39.694	partner
214	12	39.199	grazie
215	12	39.199	italiano
216	12	39.199	multiverse
217	11	39.190	gq
218	26	38.583	exist
219	12	38.142	für
220	12	38.142	polls
221	14	37.980	br
222	14	37.980	examples
223	18	37.293	ufw
224	23	37.195	useful
225	12	37.139	insist
226	21	36.644	ways
227	12	36.184	merci
228	13	36.169	tinyurl
229	34	36.161	java
230	10	35.628	backupyoursystem
231	10	35.628	duplicitybackuphowto
232	10	35.628	ffg
233	10	35.628	freeformats
234	10	35.628	homeuserbackup
235	10	35.628	lq
236	10	35.628	mondomindi
237	10	35.628	polucheniya
238	10	35.628	pomoshi
239	10	35.628	posetite
240	10	35.628	pozhalujsta
241	10	35.628	russkom
242	10	35.628	yazyke
243	10	35.628	для
244	10	35.628	на
245	10	35.628	пожалуйста
246	10	35.628	получения
247	10	35.628	помощи
248	10	35.628	посетите
249	10	35.628	русском
250	10	35.628	языке
251	37	35.299	irc
252	11	34.623	checksum
253	15	34.532	winehq
254	41	34.396	interface
255	10	34.379	dlya
256	20	33.877	provide
257	31	33.479	virtualbox
258	10	33.217	howtomd
259	10	33.217	products
260	22	33.176	compizconfig
261	15	32.828	lynx
262	20	32.754	sum
263	20	32.754	sun
264	11	32.709	wifidocs
265	9	32.065	triaged
266	9	32.065	您可以访问中文频道
267	12	32.011	websites
268	19	31.898	searching
269	28	31.743	years
270	53	31.238	shell
271	10	31.113	ensure
272	20	30.985	ultimate
273	9	30.821	helpers
274	12	30.569	attitude
275	12	30.569	ou
276	20	30.311	minimal
277	15	30.253	torrents
278	19	30.076	newer
279	31	30.057	programs
280	12	29.888	protocol
281	14	29.747	unsupported
282	9	29.673	hk
